Car Model,Color,Transmission,Mileage,Model Year,Registration City,Price,URL
Toyota C-HR 2018 for sale in Islamabad,NA,Automatic,"70,000",2018,Islamabad,"PKR 8,450,000",httpswww.pakwheels.comused-carstoyota-c-hr-2018-for-sale-in-islamabad-10214036
Toyota Corolla 2018 for sale in Islamabad,Red,Automatic,"110,000",2018,Islamabad,"PKR 5,390,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10191078
Toyota Prius 2018 for sale in Islamabad,Red,Automatic,"110,740",2018,Islamabad,"PKR 6,500,000",httpswww.pakwheels.comused-carstoyota-prius-2018-for-sale-in-islamabad-10081657
Toyota Vitz 2015 for sale in Islamabad,NA,Automatic,"49,000",2015,Islamabad,"PKR 3,500,000",httpswww.pakwheels.comused-carstoyota-vitz-2015-for-sale-in-islamabad-10204876
Toyota Corolla 2011 for sale in Islamabad,NA,Manual,"150,000",2011,Islamabad,"PKR 2,950,000",httpswww.pakwheels.comused-carstoyota-corolla-2011-for-sale-in-islamabad-10208589
Toyota Passo 2020 for sale in Islamabad,Red,Automatic,"76,000",2020,Islamabad,"PKR 4,050,000",httpswww.pakwheels.comused-carstoyota-passo-2020-for-sale-in-islamabad-9988125
Toyota Vitz 2000 for sale in Islamabad,NA,Automatic,"213,000",2000,Islamabad,"PKR 2,050,000",httpswww.pakwheels.comused-carstoyota-vitz-2000-for-sale-in-islamabad-10213896
Toyota Hilux 2022 for sale in Islamabad,Red,Automatic,"47,500",2022,Islamabad,"PKR 14,000,000",httpswww.pakwheels.comused-carstoyota-hilux-2022-for-sale-in-islamabad-10213882
Toyota Corolla 2017 for sale in Islamabad,NA,Automatic,"200,000",2017,Islamabad,"PKR 4,600,000",httpswww.pakwheels.comused-carstoyota-corolla-2017-for-sale-in-islamabad-10213856
Toyota Raize 2020 for sale in Islamabad,Red,Automatic,"40,000",2020,Islamabad,"PKR 5,400,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10213858
Toyota Corolla 2022 for sale in Islamabad,NA,Automatic,"18,000",2022,Islamabad,"PKR 6,400,000",httpswww.pakwheels.comused-carstoyota-corolla-2022-for-sale-in-islamabad-10202404
Toyota Corolla 2016 for sale in Islamabad,Red,Manual,"42,500",2016,Islamabad,"PKR 4,300,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-10178820
Toyota Premio 2007 for sale in Islamabad,NA,Automatic,"92,000",2007,Islamabad,"PKR 3,990,000",httpswww.pakwheels.comused-carstoyota-premio-2007-for-sale-in-islamabad-10213825
Toyota Land Cruiser 2012 for sale in Islamabad,Red,Automatic,"83,000",2012,Islamabad,"PKR 28,500,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2012-for-sale-in-islamabad-9968925
Toyota Prius 2006 for sale in Islamabad,Red,Automatic,"166,500",2006,Islamabad,"PKR 2,695,000",httpswww.pakwheels.comused-carstoyota-prius-2006-for-sale-in-islamabad-10213796
Toyota Prius Alpha 2015 for sale in Islamabad,NA,Automatic,"150,000",2015,Islamabad,"PKR 5,200,000",httpswww.pakwheels.comused-carstoyota-prius-alpha-2015-for-sale-in-islamabad-10213795
Toyota Corolla 2007 for sale in Islamabad,Red,Manual,"352,000",2007,Islamabad,"PKR 1,975,000",httpswww.pakwheels.comused-carstoyota-corolla-2007-for-sale-in-islamabad-10027279
Toyota Aqua 2014 for sale in Islamabad,NA,Automatic,"140,000",2014,Islamabad,"PKR 3,850,000",httpswww.pakwheels.comused-carstoyota-aqua-2014-for-sale-in-islamabad-9986565
Toyota Aqua 2015 for sale in Islamabad,Red,Automatic,"96,500",2015,Islamabad,"PKR 3,970,000",httpswww.pakwheels.comused-carstoyota-aqua-2015-for-sale-in-islamabad-10213175
Toyota Raize 2020 for sale in Islamabad,Red,Automatic,"44,000",2020,Islamabad,"PKR 5,780,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10204184
Toyota Passo 2020 for sale in Islamabad,Red,Automatic,"23,500",2020,Islamabad,"PKR 4,375,000",httpswww.pakwheels.comused-carstoyota-passo-2020-for-sale-in-islamabad-10212844
Toyota Corolla 2014 for sale in Islamabad,Red,Manual,"149,000",2014,Islamabad,"PKR 2,690,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10201807
Toyota Corolla Cross 2024 for sale in Islamabad,Red,Automatic,"14,500",2024,Islamabad,"PKR 9,450,000",httpswww.pakwheels.comused-carstoyota-corolla-cross-2024-for-sale-in-islamabad-10212937
Toyota Prado 2019 for sale in Islamabad,Red,Automatic,"54,593",2019,Islamabad,"PKR 28,000,000",httpswww.pakwheels.comused-carstoyota-prado-2019-for-sale-in-islamabad-10192697
Toyota Corolla 1992 for sale in Islamabad,Red,Manual,"325,000",1992,Islamabad,"PKR 850,000",httpswww.pakwheels.comused-carstoyota-corolla-1992-for-sale-in-islamabad-10211029
Toyota Hilux 2012 for sale in Islamabad,Red,Automatic,"193,000",2012,Islamabad,"PKR 7,500,000",httpswww.pakwheels.comused-carstoyota-hilux-2012-for-sale-in-islamabad-10212840
Toyota Corolla 2014 for sale in Islamabad,Red,Automatic,"100,000",2014,Islamabad,"PKR 3,950,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10212810
Toyota Vitz 2006 for sale in Islamabad,Red,Automatic,"118,000",2006,Islamabad,"PKR 2,450,000",httpswww.pakwheels.comused-carstoyota-vitz-2006-for-sale-in-islamabad-10205927
Toyota Passo 2016 for sale in Islamabad,Red,Automatic,"150,855",2016,Islamabad,"PKR 3,300,000",httpswww.pakwheels.comused-carstoyota-passo-2016-for-sale-in-islamabad-10185373
Toyota Prado 2020 for sale in Islamabad,Red,Automatic,"58,000",2020,Islamabad,"PKR 37,900,000",httpswww.pakwheels.comused-carstoyota-prado-2020-for-sale-in-islamabad-10101863
Toyota Vitz 2006 for sale in Islamabad,NA,Automatic,"110,000",2006,Islamabad,"PKR 2,730,000",httpswww.pakwheels.comused-carstoyota-vitz-2006-for-sale-in-islamabad-10213576
Toyota Corolla 2019 for sale in Islamabad,Red,Automatic,"102,000",2019,Islamabad,"PKR 4,755,000",httpswww.pakwheels.comused-carstoyota-corolla-2019-for-sale-in-islamabad-10164492
Toyota Raize 2021 for sale in Islamabad,Red,Automatic,"92,000",2021,Islamabad,"PKR 5,190,000",httpswww.pakwheels.comused-carstoyota-raize-2021-for-sale-in-islamabad-10213171
Toyota Prius Alpha 2012 for sale in Islamabad,Red,Automatic,"157,000",2012,Islamabad,"PKR 4,820,000",httpswww.pakwheels.comused-carstoyota-prius-alpha-2012-for-sale-in-islamabad-9998305
Toyota Prius 2012 for sale in Islamabad,NA,Automatic,"199,999",2012,Islamabad,"PKR 1,650,000",httpswww.pakwheels.comused-carstoyota-prius-2012-for-sale-in-islamabad-10213680
Toyota Corolla 1986 for sale in Islamabad,NA,Manual,"100,000",1986,Islamabad,"PKR 869,000",httpswww.pakwheels.comused-carstoyota-corolla-1986-for-sale-in-islamabad-10213652
Toyota Fortuner 2013 for sale in Islamabad,NA,Automatic,"203,000",2013,Islamabad,"PKR 6,900,000",httpswww.pakwheels.comused-carstoyota-fortuner-2013-for-sale-in-islamabad-10213613
Toyota Vitz 2006 for sale in Islamabad,NA,Automatic,"102,000",2006,Islamabad,"PKR 2,080,000",httpswww.pakwheels.comused-carstoyota-vitz-2006-for-sale-in-islamabad-10066949
Toyota Corolla 2016 for sale in Islamabad,NA,Manual,"200,000",2016,Islamabad,"PKR 2,610,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-10213586
Toyota Corolla 1983 for sale in Islamabad,NA,Manual,"100,000",1983,Islamabad,"PKR 950,000",httpswww.pakwheels.comused-carstoyota-corolla-1983-for-sale-in-islamabad-10059616
Toyota Hilux 2023 for sale in Islamabad,Red,Automatic,"23,000",2023,Islamabad,"PKR 14,300,000",httpswww.pakwheels.comused-carstoyota-hilux-2023-for-sale-in-islamabad-10213119
Toyota Hilux 2021 for sale in Islamabad,Red,Automatic,"46,000",2021,Islamabad,"PKR 12,300,000",httpswww.pakwheels.comused-carstoyota-hilux-2021-for-sale-in-islamabad-10134172
Toyota Prius 2007 for sale in Islamabad,Red,Automatic,"150,000",2007,Islamabad,"PKR 2,715,000",httpswww.pakwheels.comused-carstoyota-prius-2007-for-sale-in-islamabad-10104801
Toyota Corolla 1996 for sale in Islamabad,NA,Manual,"95,000",1996,Islamabad,"PKR 1,150,000",httpswww.pakwheels.comused-carstoyota-corolla-1996-for-sale-in-islamabad-10213352
Toyota Vitz 2007 for sale in Islamabad,Red,Automatic,"110,000",2007,Islamabad,"PKR 2,330,000",httpswww.pakwheels.comused-carstoyota-vitz-2007-for-sale-in-islamabad-9297895
Toyota Passo 2015 for sale in Islamabad,Red,Automatic,"60,000",2015,Islamabad,"PKR 2,995,000",httpswww.pakwheels.comused-carstoyota-passo-2015-for-sale-in-islamabad-10157075
Toyota Corolla 1982 for sale in Islamabad,NA,Manual,"200,000",1982,Islamabad,"PKR 500,000",httpswww.pakwheels.comused-carstoyota-corolla-1982-for-sale-in-islamabad-10213268
Toyota Corolla 2018 for sale in Islamabad,NA,Automatic,"50,000",2018,Islamabad,"PKR 5,400,000",httpswww.pakwheels.comused-carstoyota-corolla-2018-for-sale-in-islamabad-10213243
Toyota Aqua 2021 for sale in Islamabad,Red,Automatic,"17,023",2021,Islamabad,"PKR 6,799,000",httpswww.pakwheels.comused-carstoyota-aqua-2021-for-sale-in-islamabad-8158030
Toyota C-HR 2020 for sale in Islamabad,Red,Automatic,"33,015",2020,Islamabad,"PKR 9,599,000",httpswww.pakwheels.comused-carstoyota-c-hr-2020-for-sale-in-islamabad-10115104
Toyota Corolla 2023 for sale in Islamabad,Red,Automatic,"26,252",2023,Islamabad,"PKR 7,500,000",httpswww.pakwheels.comused-carstoyota-corolla-2023-for-sale-in-islamabad-10213158
Toyota Prius 2010 for sale in Islamabad,NA,Automatic,"160,000",2010,Islamabad,"PKR 3,970,000",httpswww.pakwheels.comused-carstoyota-prius-2010-for-sale-in-islamabad-10213172
Toyota Corolla Axio 2014 for sale in Islamabad,Red,Automatic,"188,000",2014,Islamabad,"PKR 4,250,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2014-for-sale-in-islamabad-10103373
Toyota Prado 2019 for sale in Islamabad,Red,Automatic,"88,000",2019,Islamabad,"PKR 25,800,000",httpswww.pakwheels.comused-carstoyota-prado-2019-for-sale-in-islamabad-10212783
Toyota Yaris Hatchback 2022 for sale in Islamabad,Red,Automatic,"68,000",2022,Islamabad,"PKR 4,490,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2022-for-sale-in-islamabad-10192966
Toyota Prado 2019 for sale in Islamabad,Red,Automatic,"37,000",2019,Islamabad,"PKR 25,500,000",httpswww.pakwheels.comused-carstoyota-prado-2019-for-sale-in-islamabad-10095854
Toyota C-HR 2019 for sale in Islamabad,Red,Automatic,"54,245",2019,Islamabad,"PKR 7,600,000",httpswww.pakwheels.comused-carstoyota-c-hr-2019-for-sale-in-islamabad-9975437
Toyota Raize 2019 for sale in Islamabad,Red,Automatic,"84,000",2019,Islamabad,"PKR 5,590,000",httpswww.pakwheels.comused-carstoyota-raize-2019-for-sale-in-islamabad-10210972
Toyota Vitz 2013 for sale in Islamabad,Red,Automatic,"140,000",2013,Islamabad,"PKR 3,285,000",httpswww.pakwheels.comused-carstoyota-vitz-2013-for-sale-in-islamabad-10212575
Toyota Land Cruiser 2014 for sale in Islamabad,Red,Automatic,"133,000",2014,Islamabad,"PKR 28,800,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2014-for-sale-in-islamabad-10149300
Toyota Raize 2020 for sale in Islamabad,Red,Automatic,"48,393",2020,Islamabad,"PKR 6,185,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10210214
Toyota Yaris Sedan 2022 for sale in Islamabad,Red,Automatic,"29,000",2022,Islamabad,"PKR 4,975,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2022-for-sale-in-islamabad-10208260
Toyota Prado 2006 for sale in Islamabad,Red,Automatic,"181,000",2006,Islamabad,"PKR 7,500,000",httpswww.pakwheels.comused-carstoyota-prado-2006-for-sale-in-islamabad-10212518
Toyota Corolla 2019 for sale in Islamabad,Red,Automatic,"60,000",2019,Islamabad,"PKR 4,930,000",httpswww.pakwheels.comused-carstoyota-corolla-2019-for-sale-in-islamabad-10212512
Toyota Corolla 2016 for sale in Islamabad,Red,Automatic,"98,000",2016,Islamabad,"PKR 3,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-9964006
Toyota Yaris Hatchback 2021 for sale in Islamabad,NA,Automatic,"41,500",2021,Islamabad,"PKR 4,277,000",httpswww.pakwheels.comused-carstoyota-yaris-hatchback-2021-for-sale-in-islamabad-10097602
Toyota Passo 2020 for sale in Islamabad,Red,Automatic,"23,500",2020,Islamabad,"PKR 4,375,000",httpswww.pakwheels.comused-carstoyota-passo-2020-for-sale-in-islamabad-10212844
Toyota Corolla 2014 for sale in Islamabad,Red,Manual,"149,000",2014,Islamabad,"PKR 2,690,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10201807
Toyota Corolla Cross 2024 for sale in Islamabad,Red,Automatic,"14,500",2024,Islamabad,"PKR 9,450,000",httpswww.pakwheels.comused-carstoyota-corolla-cross-2024-for-sale-in-islamabad-10212937
Toyota Prado 2019 for sale in Islamabad,Red,Automatic,"54,593",2019,Islamabad,"PKR 28,000,000",httpswww.pakwheels.comused-carstoyota-prado-2019-for-sale-in-islamabad-10192697
Toyota Prius 2012 for sale in Islamabad,NA,Automatic,"120,000",2012,Islamabad,"PKR 4,150,000",httpswww.pakwheels.comused-carstoyota-prius-2012-for-sale-in-islamabad-9978805
Toyota Corolla 1992 for sale in Islamabad,Red,Manual,"325,000",1992,Islamabad,"PKR 850,000",httpswww.pakwheels.comused-carstoyota-corolla-1992-for-sale-in-islamabad-10211029
Toyota Fortuner 2023 for sale in Islamabad,NA,Automatic,"33,770",2023,Islamabad,"PKR 19,700,000",httpswww.pakwheels.comused-carstoyota-fortuner-2023-for-sale-in-islamabad-10212949
Toyota Land Cruiser 2016 for sale in Islamabad,NA,Automatic,"93,000",2016,Islamabad,"PKR 34,000,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2016-for-sale-in-islamabad-10212932
Toyota Aqua 2018 for sale in Islamabad,NA,Automatic,"130,000",2018,Islamabad,"PKR 5,450,000",httpswww.pakwheels.comused-carstoyota-aqua-2018-for-sale-in-islamabad-10212924
Toyota Corolla 2019 for sale in Islamabad,NA,Automatic,"75,000",2019,Islamabad,"PKR 4,580,000",httpswww.pakwheels.comused-carstoyota-corolla-2019-for-sale-in-islamabad-9934712
Toyota Corolla 2013 for sale in Islamabad,NA,Manual,"151,740",2013,Islamabad,"PKR 3,100,000",httpswww.pakwheels.comused-carstoyota-corolla-2013-for-sale-in-islamabad-10212904
Toyota Corolla 2014 for sale in Islamabad,NA,Manual,"124,222",2014,Islamabad,"PKR 3,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10210652
Toyota Hilux 2012 for sale in Islamabad,Red,Automatic,"193,000",2012,Islamabad,"PKR 7,500,000",httpswww.pakwheels.comused-carstoyota-hilux-2012-for-sale-in-islamabad-10212840
Toyota Corolla 2010 for sale in Islamabad,NA,Manual,"99,999",2010,Islamabad,"PKR 2,350,000",httpswww.pakwheels.comused-carstoyota-corolla-2010-for-sale-in-islamabad-10102005
Toyota Corolla 2014 for sale in Islamabad,Red,Automatic,"100,000",2014,Islamabad,"PKR 3,950,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10212810
Toyota Vitz 2006 for sale in Islamabad,Red,Automatic,"118,000",2006,Islamabad,"PKR 2,450,000",httpswww.pakwheels.comused-carstoyota-vitz-2006-for-sale-in-islamabad-10205927
Toyota Passo 2016 for sale in Islamabad,Red,Automatic,"150,855",2016,Islamabad,"PKR 3,300,000",httpswww.pakwheels.comused-carstoyota-passo-2016-for-sale-in-islamabad-10185373
Toyota Vitz 2019 for sale in Islamabad,NA,Automatic,"53,000",2019,Islamabad,"PKR 4,400,000",httpswww.pakwheels.comused-carstoyota-vitz-2019-for-sale-in-islamabad-10212791
Toyota Prado 2020 for sale in Islamabad,Red,Automatic,"58,000",2020,Islamabad,"PKR 37,900,000",httpswww.pakwheels.comused-carstoyota-prado-2020-for-sale-in-islamabad-10101863
Toyota Corolla 2014 for sale in Islamabad,NA,Manual,"175,000",2014,Islamabad,"PKR 2,480,000",httpswww.pakwheels.comused-carstoyota-corolla-2014-for-sale-in-islamabad-10212707
Toyota Corolla 2012 for sale in Islamabad,Red,Automatic,"126,000",2012,Islamabad,"PKR 2,975,000",httpswww.pakwheels.comused-carstoyota-corolla-2012-for-sale-in-islamabad-10212424
Toyota Yaris Sedan 2021 for sale in Islamabad,Red,Automatic,"60,365",2021,Islamabad,"PKR 4,600,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2021-for-sale-in-islamabad-10069437
Toyota Land Cruiser 1987 for sale in Islamabad,Red,Manual,"200,000",1987,Islamabad,"PKR 4,150,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-1987-for-sale-in-islamabad-10212366
Toyota Land Cruiser 2013 for sale in Islamabad,Red,Automatic,"84,000",2013,Islamabad,"PKR 30,100,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2013-for-sale-in-islamabad-10212280
Toyota Vitz 2015 for sale in Islamabad,Red,Automatic,"120,000",2015,Islamabad,"PKR 3,450,000",httpswww.pakwheels.comused-carstoyota-vitz-2015-for-sale-in-islamabad-10122690
Toyota Passo 2022 for sale in Islamabad,Red,Automatic,"186,000",2022,Islamabad,"PKR 4,050,000",httpswww.pakwheels.comused-carstoyota-passo-2022-for-sale-in-islamabad-10118144
Toyota Crown 2008 for sale in Islamabad,Red,Automatic,"121,873",2008,Islamabad,"PKR 10,100,000",httpswww.pakwheels.comused-carstoyota-crown-2008-for-sale-in-islamabad-9853831
Toyota Platz 2001 for sale in Islamabad,Red,Automatic,"121,312",2001,Islamabad,"PKR 1,575,000",httpswww.pakwheels.comused-carstoyota-platz-2001-for-sale-in-islamabad-10211752
Toyota Prado 2011 for sale in Islamabad,Red,Automatic,"160,000",2011,Islamabad,"PKR 13,500,000",httpswww.pakwheels.comused-carstoyota-prado-2011-for-sale-in-islamabad-10211725
Toyota Corolla 2019 for sale in Islamabad,Red,Automatic,"88,000",2019,Islamabad,"PKR 4,375,000",httpswww.pakwheels.comused-carstoyota-corolla-2019-for-sale-in-islamabad-10158264
Toyota Aqua 2017 for sale in Islamabad,Red,Automatic,"92,800",2017,Islamabad,"PKR 4,995,000",httpswww.pakwheels.comused-carstoyota-aqua-2017-for-sale-in-islamabad-10189884
Toyota Passo 2015 for sale in Islamabad,Red,Automatic,"82,000",2015,Islamabad,"PKR 3,150,000",httpswww.pakwheels.comused-carstoyota-passo-2015-for-sale-in-islamabad-10211464
Toyota Corolla 2008 for sale in Islamabad,NA,Manual,"147,000",2008,Islamabad,"PKR 2,450,000",httpswww.pakwheels.comused-carstoyota-corolla-2008-for-sale-in-islamabad-10212633
Toyota Raize 2019 for sale in Islamabad,Red,Automatic,"84,000",2019,Islamabad,"PKR 5,590,000",httpswww.pakwheels.comused-carstoyota-raize-2019-for-sale-in-islamabad-10210972
Toyota Vitz 2013 for sale in Islamabad,Red,Automatic,"140,000",2013,Islamabad,"PKR 3,285,000",httpswww.pakwheels.comused-carstoyota-vitz-2013-for-sale-in-islamabad-10212575
Toyota Land Cruiser 2014 for sale in Islamabad,Red,Automatic,"133,000",2014,Islamabad,"PKR 28,800,000",httpswww.pakwheels.comused-carstoyota-land-cruiser-2014-for-sale-in-islamabad-10149300
Toyota Vitz 2012 for sale in Islamabad,NA,Automatic,"166,431",2012,Islamabad,"PKR 2,650,000",httpswww.pakwheels.comused-carstoyota-vitz-2012-for-sale-in-islamabad-10212561
Toyota Raize 2020 for sale in Islamabad,Red,Automatic,"48,393",2020,Islamabad,"PKR 6,185,000",httpswww.pakwheels.comused-carstoyota-raize-2020-for-sale-in-islamabad-10210214
Toyota Corolla Axio 2007 for sale in Islamabad,NA,Automatic,"260,000",2007,Islamabad,"PKR 3,300,000",httpswww.pakwheels.comused-carstoyota-corolla-axio-2007-for-sale-in-islamabad-10079871
Toyota Corolla 2011 for sale in Islamabad,NA,Manual,123,2011,Islamabad,"PKR 2,800,000",httpswww.pakwheels.comused-carstoyota-corolla-2011-for-sale-in-islamabad-10212520
Toyota Yaris Sedan 2022 for sale in Islamabad,Red,Automatic,"29,000",2022,Islamabad,"PKR 4,975,000",httpswww.pakwheels.comused-carstoyota-yaris-sedan-2022-for-sale-in-islamabad-10208260
Toyota Prado 2006 for sale in Islamabad,Red,Automatic,"181,000",2006,Islamabad,"PKR 7,500,000",httpswww.pakwheels.comused-carstoyota-prado-2006-for-sale-in-islamabad-10212518
Toyota Corolla 2019 for sale in Islamabad,Red,Automatic,"60,000",2019,Islamabad,"PKR 4,930,000",httpswww.pakwheels.comused-carstoyota-corolla-2019-for-sale-in-islamabad-10212512
Toyota Corolla 2016 for sale in Islamabad,Red,Automatic,"98,000",2016,Islamabad,"PKR 3,150,000",httpswww.pakwheels.comused-carstoyota-corolla-2016-for-sale-in-islamabad-9964006
Toyota Premio 2010 for sale in Islamabad,NA,Automatic,"123,456",2010,Islamabad,"PKR 4,400,000",httpswww.pakwheels.comused-carstoyota-premio-2010-for-sale-in-islamabad-10210273
Toyota Corolla 2003 for sale in Islamabad,NA,Manual,"200,000",2003,Islamabad,"PKR 1,800,000",httpswww.pakwheels.comused-carstoyota-corolla-2003-for-sale-in-islamabad-10211486
